county,fips,state,usda_region,usda_region_number
Giles County,51071,Virginia,Southern Region,8
Gloucester County,51073,Virginia,Southern Region,8
Goochland County,51075,Virginia,Southern Region,8
Grayson County,51077,Virginia,Southern Region,8
Greene County,51079,Virginia,Southern Region,8
Greensville County,51081,Virginia,Southern Region,8
Halifax County,51083,Virginia,Southern Region,8
Hanover County,51085,Virginia,Southern Region,8
Henrico County,51087,Virginia,Southern Region,8
Henry County,51089,Virginia,Southern Region,8
Highland County,51091,Virginia,Southern Region,8
Isle of Wight County,51093,Virginia,Southern Region,8
James City County,51095,Virginia,Southern Region,8
King and Queen County,51097,Virginia,Southern Region,8
King George County,51099,Virginia,Southern Region,8
King William County,51101,Virginia,Southern Region,8
Lancaster County,51103,Virginia,Southern Region,8
Lee County,51105,Virginia,Southern Region,8
Loudoun County,51107,Virginia,Southern Region,8
Louisa County,51109,Virginia,Southern Region,8
Lunenburg County,51111,Virginia,Southern Region,8
Madison County,51113,Virginia,Southern Region,8
Mathews County,51115,Virginia,Southern Region,8
Mecklenburg County,51117,Virginia,Southern Region,8
Middlesex County,51119,Virginia,Southern Region,8
Montgomery County,51121,Virginia,Southern Region,8
Nelson County,51125,Virginia,Southern Region,8
New Kent County,51127,Virginia,Southern Region,8
Northampton County,51131,Virginia,Southern Region,8
Northumberland County,51133,Virginia,Southern Region,8
Nottoway County,51135,Virginia,Southern Region,8
Orange County,51137,Virginia,Southern Region,8
Page County,51139,Virginia,Southern Region,8
Patrick County,51141,Virginia,Southern Region,8
Pittsylvania County,51143,Virginia,Southern Region,8
Powhatan County,51145,Virginia,Southern Region,8
Prince Edward County,51147,Virginia,Southern Region,8
Prince George County,51149,Virginia,Southern Region,8
Prince William County,51153,Virginia,Southern Region,8
Pulaski County,51155,Virginia,Southern Region,8
Rappahannock County,51157,Virginia,Southern Region,8
Richmond County,51159,Virginia,Southern Region,8
Roanoke County,51161,Virginia,Southern Region,8
Rockbridge County,51163,Virginia,Southern Region,8
Rockingham County,51165,Virginia,Southern Region,8
Russell County,51167,Virginia,Southern Region,8
Scott County,51169,Virginia,Southern Region,8
Shenandoah County,51171,Virginia,Southern Region,8
Smyth County,51173,Virginia,Southern Region,8
Southampton County,51175,Virginia,Southern Region,8
Spotsylvania County,51177,Virginia,Southern Region,8
Stafford County,51179,Virginia,Southern Region,8
Surry County,51181,Virginia,Southern Region,8
Sussex County,51183,Virginia,Southern Region,8
Tazewell County,51185,Virginia,Southern Region,8
Warren County,51187,Virginia,Southern Region,8
Washington County,51191,Virginia,Southern Region,8
Westmoreland County,51193,Virginia,Southern Region,8
Wise County,51195,Virginia,Southern Region,8
Wythe County,51197,Virginia,Southern Region,8
York County,51199,Virginia,Southern Region,8
Alexandria city,51510,Virginia,Southern Region,8
Bristol city,51520,Virginia,Southern Region,8
Buena Vista city,51530,Virginia,Southern Region,8
Charlottesville city,51540,Virginia,Southern Region,8
Chesapeake city,51550,Virginia,Southern Region,8
Colonial Heights city,51570,Virginia,Southern Region,8
Covington city,51580,Virginia,Southern Region,8
Danville city,51590,Virginia,Southern Region,8
Emporia city,51595,Virginia,Southern Region,8
Fairfax city,51600,Virginia,Southern Region,8
Falls Church city,51610,Virginia,Southern Region,8
Franklin city,51620,Virginia,Southern Region,8
Fredericksburg city,51630,Virginia,Southern Region,8
Galax city,51640,Virginia,Southern Region,8
Hampton city,51650,Virginia,Southern Region,8
Harrisonburg city,51660,Virginia,Southern Region,8
Hopewell city,51670,Virginia,Southern Region,8
Lexington city,51678,Virginia,Southern Region,8
Lynchburg city,51680,Virginia,Southern Region,8
Manassas city,51683,Virginia,Southern Region,8
Manassas Park city,51685,Virginia,Southern Region,8
Martinsville city,51690,Virginia,Southern Region,8
Newport News city,51700,Virginia,Southern Region,8
Norfolk city,51710,Virginia,Southern Region,8
Norton city,51720,Virginia,Southern Region,8
Petersburg city,51730,Virginia,Southern Region,8
Poquoson city,51735,Virginia,Southern Region,8
Portsmouth city,51740,Virginia,Southern Region,8
Radford city,51750,Virginia,Southern Region,8
Richmond city,51760,Virginia,Southern Region,8
Roanoke city,51770,Virginia,Southern Region,8
Salem city,51775,Virginia,Southern Region,8
Staunton city,51790,Virginia,Southern Region,8
Suffolk city,51800,Virginia,Southern Region,8
Virginia Beach city,51810,Virginia,Southern Region,8
Waynesboro city,51820,Virginia,Southern Region,8
Williamsburg city,51830,Virginia,Southern Region,8
Winchester city,51840,Virginia,Southern Region,8
Aleutians East Borough,2013,Alaska,Alaska Region,10
Aleutians West Census Area,2016,Alaska,Alaska Region,10
Anchorage Municipality,2020,Alaska,Alaska Region,10
Bethel Census Area,2050,Alaska,Alaska Region,10
Bristol Bay Borough,2060,Alaska,Alaska Region,10
Denali Borough,2068,Alaska,Alaska Region,10
Dillingham Census Area,2070,Alaska,Alaska Region,10
Fairbanks North Star Borough,2090,Alaska,Alaska Region,10
Haines Borough,2100,Alaska,Alaska Region,10
Hoonah-Angoon Census Area,2105,Alaska,Alaska Region,10
Juneau City and Borough,2110,Alaska,Alaska Region,10
Kenai Peninsula Borough,2122,Alaska,Alaska Region,10
Ketchikan Gateway Borough,2130,Alaska,Alaska Region,10
Kodiak Island Borough,2150,Alaska,Alaska Region,10
Kusilvak Census Area,2158,Alaska,Alaska Region,10
Lake and Peninsula Borough,2164,Alaska,Alaska Region,10
Matanuska-Susitna Borough,2170,Alaska,Alaska Region,10
Nome Census Area,2180,Alaska,Alaska Region,10
North Slope Borough,2185,Alaska,Alaska Region,10
Northwest Arctic Borough,2188,Alaska,Alaska Region,10
Petersburg Borough,2195,Alaska,Alaska Region,10
Prince of Wales-Hyder Census Area,2198,Alaska,Alaska Region,10
Sitka City and Borough,2220,Alaska,Alaska Region,10
Skagway Municipality,2230,Alaska,Alaska Region,10
Southeast Fairbanks Census Area,2240,Alaska,Alaska Region,10
Wrangell City and Borough,2275,Alaska,Alaska Region,10
Yakutat City and Borough,2282,Alaska,Alaska Region,10
Yukon-Koyukuk Census Area,2290,Alaska,Alaska Region,10
Chugach Census Area,2063,Alaska,Alaska Region,10
Copper River Census Area,2066,Alaska,Alaska Region,10
Apache County,4001,Arizona,Southwestern Region,3
Cochise County,4003,Arizona,Southwestern Region,3
Coconino County,4005,Arizona,Southwestern Region,3
Gila County,4007,Arizona,Southwestern Region,3
Graham County,4009,Arizona,Southwestern Region,3
Greenlee County,4011,Arizona,Southwestern Region,3
La Paz County,4012,Arizona,Southwestern Region,3
Maricopa County,4013,Arizona,Southwestern Region,3
Mohave County,4015,Arizona,Southwestern Region,3
Navajo County,4017,Arizona,Southwestern Region,3
Pima County,4019,Arizona,Southwestern Region,3
Pinal County,4021,Arizona,Southwestern Region,3
Santa Cruz County,4023,Arizona,Southwestern Region,3
Yavapai County,4025,Arizona,Southwestern Region,3
Yuma County,4027,Arizona,Southwestern Region,3
Bernalillo County,35001,New Mexico,Southwestern Region,3
Catron County,35003,New Mexico,Southwestern Region,3
Chaves County,35005,New Mexico,Southwestern Region,3
Cibola County,35006,New Mexico,Southwestern Region,3
Colfax County,35007,New Mexico,Southwestern Region,3
Curry County,35009,New Mexico,Southwestern Region,3
De Baca County,35011,New Mexico,Southwestern Region,3
Doña Ana County,35013,New Mexico,Southwestern Region,3
Eddy County,35015,New Mexico,Southwestern Region,3
Grant County,35017,New Mexico,Southwestern Region,3
Guadalupe County,35019,New Mexico,Southwestern Region,3
Harding County,35021,New Mexico,Southwestern Region,3
Hidalgo County,35023,New Mexico,Southwestern Region,3
Lea County,35025,New Mexico,Southwestern Region,3
Lincoln County,35027,New Mexico,Southwestern Region,3
Los Alamos County,35028,New Mexico,Southwestern Region,3
Luna County,35029,New Mexico,Southwestern Region,3
McKinley County,35031,New Mexico,Southwestern Region,3
Mora County,35033,New Mexico,Southwestern Region,3
Otero County,35035,New Mexico,Southwestern Region,3
Quay County,35037,New Mexico,Southwestern Region,3
Rio Arriba County,35039,New Mexico,Southwestern Region,3
Roosevelt County,35041,New Mexico,Southwestern Region,3
Sandoval County,35043,New Mexico,Southwestern Region,3
San Juan County,35045,New Mexico,Southwestern Region,3
San Miguel County,35047,New Mexico,Southwestern Region,3
Santa Fe County,35049,New Mexico,Southwestern Region,3
Sierra County,35051,New Mexico,Southwestern Region,3
Socorro County,35053,New Mexico,Southwestern Region,3
Taos County,35055,New Mexico,Southwestern Region,3
Torrance County,35057,New Mexico,Southwestern Region,3
Union County,35059,New Mexico,Southwestern Region,3
Valencia County,35061,New Mexico,Southwestern Region,3
Alpine County,6003,California,Intermountain Region,4
Ada County,16001,Idaho,Intermountain Region,4
Adams County,16003,Idaho,Intermountain Region,4
Bannock County,16005,Idaho,Intermountain Region,4
Bear Lake County,16007,Idaho,Intermountain Region,4
Bingham County,16011,Idaho,Intermountain Region,4
Blaine County,16013,Idaho,Intermountain Region,4
Boise County,16015,Idaho,Intermountain Region,4
Bonneville County,16019,Idaho,Intermountain Region,4
Butte County,16023,Idaho,Intermountain Region,4
Camas County,16025,Idaho,Intermountain Region,4
Canyon County,16027,Idaho,Intermountain Region,4
Caribou County,16029,Idaho,Intermountain Region,4
Cassia County,16031,Idaho,Intermountain Region,4
Clark County,16033,Idaho,Intermountain Region,4
Custer County,16037,Idaho,Intermountain Region,4
Elmore County,16039,Idaho,Intermountain Region,4
Franklin County,16041,Idaho,Intermountain Region,4
Fremont County,16043,Idaho,Intermountain Region,4
Gem County,16045,Idaho,Intermountain Region,4
Gooding County,16047,Idaho,Intermountain Region,4
Jefferson County,16051,Idaho,Intermountain Region,4
Jerome County,16053,Idaho,Intermountain Region,4
Lemhi County,16059,Idaho,Intermountain Region,4
Lincoln County,16063,Idaho,Intermountain Region,4
Madison County,16065,Idaho,Intermountain Region,4
Minidoka County,16067,Idaho,Intermountain Region,4
Oneida County,16071,Idaho,Intermountain Region,4
Owyhee County,16073,Idaho,Intermountain Region,4
Payette County,16075,Idaho,Intermountain Region,4
Power County,16077,Idaho,Intermountain Region,4
Teton County,16081,Idaho,Intermountain Region,4
Twin Falls County,16083,Idaho,Intermountain Region,4
Valley County,16085,Idaho,Intermountain Region,4
Washington County,16087,Idaho,Intermountain Region,4
Churchill County,32001,Nevada,Intermountain Region,4
Clark County,32003,Nevada,Intermountain Region,4
Douglas County,32005,Nevada,Intermountain Region,4
Elko County,32007,Nevada,Intermountain Region,4
Esmeralda County,32009,Nevada,Intermountain Region,4
Eureka County,32011,Nevada,Intermountain Region,4
Humboldt County,32013,Nevada,Intermountain Region,4
Lander County,32015,Nevada,Intermountain Region,4
Lincoln County,32017,Nevada,Intermountain Region,4
Lyon County,32019,Nevada,Intermountain Region,4
Mineral County,32021,Nevada,Intermountain Region,4
Nye County,32023,Nevada,Intermountain Region,4
Pershing County,32027,Nevada,Intermountain Region,4
Storey County,32029,Nevada,Intermountain Region,4
Washoe County,32031,Nevada,Intermountain Region,4
White Pine County,32033,Nevada,Intermountain Region,4
Carson City,32510,Nevada,Intermountain Region,4
Beaver County,49001,Utah,Intermountain Region,4
Box Elder County,49003,Utah,Intermountain Region,4
Cache County,49005,Utah,Intermountain Region,4
Carbon County,49007,Utah,Intermountain Region,4
Daggett County,49009,Utah,Intermountain Region,4
Davis County,49011,Utah,Intermountain Region,4
Duchesne County,49013,Utah,Intermountain Region,4
Emery County,49015,Utah,Intermountain Region,4
Garfield County,49017,Utah,Intermountain Region,4
Grand County,49019,Utah,Intermountain Region,4
Iron County,49021,Utah,Intermountain Region,4
Juab County,49023,Utah,Intermountain Region,4
Kane County,49025,Utah,Intermountain Region,4
Millard County,49027,Utah,Intermountain Region,4
Morgan County,49029,Utah,Intermountain Region,4
Piute County,49031,Utah,Intermountain Region,4
Rich County,49033,Utah,Intermountain Region,4
Salt Lake County,49035,Utah,Intermountain Region,4
San Juan County,49037,Utah,Intermountain Region,4
Sanpete County,49039,Utah,Intermountain Region,4
Sevier County,49041,Utah,Intermountain Region,4
Summit County,49043,Utah,Intermountain Region,4
Tooele County,49045,Utah,Intermountain Region,4
Uintah County,49047,Utah,Intermountain Region,4
Utah County,49049,Utah,Intermountain Region,4
Wasatch County,49051,Utah,Intermountain Region,4
Washington County,49053,Utah,Intermountain Region,4
Wayne County,49055,Utah,Intermountain Region,4
Weber County,49057,Utah,Intermountain Region,4
Lincoln County,56023,Wyoming,Intermountain Region,4
Sublette County,56035,Wyoming,Intermountain Region,4
Teton County,56039,Wyoming,Intermountain Region,4
Uinta County,56041,Wyoming,Intermountain Region,4
Alameda County,6001,California,Pacific Southwest Region,5
Amador County,6005,California,Pacific Southwest Region,5
Butte County,6007,California,Pacific Southwest Region,5
Calaveras County,6009,California,Pacific Southwest Region,5
Colusa County,6011,California,Pacific Southwest Region,5
Contra Costa County,6013,California,Pacific Southwest Region,5
Del Norte County,6015,California,Pacific Southwest Region,5
El Dorado County,6017,California,Pacific Southwest Region,5
Fresno County,6019,California,Pacific Southwest Region,5
Glenn County,6021,California,Pacific Southwest Region,5
Humboldt County,6023,California,Pacific Southwest Region,5
Imperial County,6025,California,Pacific Southwest Region,5
Inyo County,6027,California,Pacific Southwest Region,5
Kern County,6029,California,Pacific Southwest Region,5
Kings County,6031,California,Pacific Southwest Region,5
Lake County,6033,California,Pacific Southwest Region,5
Lassen County,6035,California,Pacific Southwest Region,5
Los Angeles County,6037,California,Pacific Southwest Region,5
Madera County,6039,California,Pacific Southwest Region,5
Marin County,6041,California,Pacific Southwest Region,5
Mariposa County,6043,California,Pacific Southwest Region,5
Mendocino County,6045,California,Pacific Southwest Region,5
Merced County,6047,California,Pacific Southwest Region,5
Modoc County,6049,California,Pacific Southwest Region,5
Mono County,6051,California,Pacific Southwest Region,5
Monterey County,6053,California,Pacific Southwest Region,5
Napa County,6055,California,Pacific Southwest Region,5
Nevada County,6057,California,Pacific Southwest Region,5
Orange County,6059,California,Pacific Southwest Region,5
Placer County,6061,California,Pacific Southwest Region,5
Plumas County,6063,California,Pacific Southwest Region,5
Riverside County,6065,California,Pacific Southwest Region,5
Sacramento County,6067,California,Pacific Southwest Region,5
San Benito County,6069,California,Pacific Southwest Region,5
San Bernardino County,6071,California,Pacific Southwest Region,5
San Diego County,6073,California,Pacific Southwest Region,5
San Francisco County,6075,California,Pacific Southwest Region,5
San Joaquin County,6077,California,Pacific Southwest Region,5
San Luis Obispo County,6079,California,Pacific Southwest Region,5
San Mateo County,6081,California,Pacific Southwest Region,5
Santa Barbara County,6083,California,Pacific Southwest Region,5
Santa Clara County,6085,California,Pacific Southwest Region,5
Santa Cruz County,6087,California,Pacific Southwest Region,5
Shasta County,6089,California,Pacific Southwest Region,5
Sierra County,6091,California,Pacific Southwest Region,5
Siskiyou County,6093,California,Pacific Southwest Region,5
Solano County,6095,California,Pacific Southwest Region,5
Sonoma County,6097,California,Pacific Southwest Region,5
Stanislaus County,6099,California,Pacific Southwest Region,5
Sutter County,6101,California,Pacific Southwest Region,5
Tehama County,6103,California,Pacific Southwest Region,5
Trinity County,6105,California,Pacific Southwest Region,5
Tulare County,6107,California,Pacific Southwest Region,5
Tuolumne County,6109,California,Pacific Southwest Region,5
Ventura County,6111,California,Pacific Southwest Region,5
Yolo County,6113,California,Pacific Southwest Region,5
Yuba County,6115,California,Pacific Southwest Region,5
Hawaii County,15001,Hawaii,Pacific Southwest Region,5
Honolulu County,15003,Hawaii,Pacific Southwest Region,5
Kalawao County,15005,Hawaii,Pacific Southwest Region,5
Kauai County,15007,Hawaii,Pacific Southwest Region,5
Maui County,15009,Hawaii,Pacific Southwest Region,5
Fairfield County,9001,Connecticut,Eastern Region,9
Hartford County,9003,Connecticut,Eastern Region,9
Litchfield County,9005,Connecticut,Eastern Region,9
Middlesex County,9007,Connecticut,Eastern Region,9
New Haven County,9009,Connecticut,Eastern Region,9
New London County,9011,Connecticut,Eastern Region,9
Tolland County,9013,Connecticut,Eastern Region,9
Windham County,9015,Connecticut,Eastern Region,9
Kent County,10001,Delaware,Eastern Region,9
New Castle County,10003,Delaware,Eastern Region,9
Sussex County,10005,Delaware,Eastern Region,9
District of Columbia,11001,District of Columbia,Eastern Region,9
Adams County,17001,Illinois,Eastern Region,9
Alexander County,17003,Illinois,Eastern Region,9
Bond County,17005,Illinois,Eastern Region,9
Boone County,17007,Illinois,Eastern Region,9
Brown County,17009,Illinois,Eastern Region,9
Bureau County,17011,Illinois,Eastern Region,9
Calhoun County,17013,Illinois,Eastern Region,9
Carroll County,17015,Illinois,Eastern Region,9
Cass County,17017,Illinois,Eastern Region,9
Champaign County,17019,Illinois,Eastern Region,9
Christian County,17021,Illinois,Eastern Region,9
Clark County,17023,Illinois,Eastern Region,9
Clay County,17025,Illinois,Eastern Region,9
Clinton County,17027,Illinois,Eastern Region,9
Coles County,17029,Illinois,Eastern Region,9
Cook County,17031,Illinois,Eastern Region,9
Crawford County,17033,Illinois,Eastern Region,9
Cumberland County,17035,Illinois,Eastern Region,9
DeKalb County,17037,Illinois,Eastern Region,9
De Witt County,17039,Illinois,Eastern Region,9
Douglas County,17041,Illinois,Eastern Region,9
DuPage County,17043,Illinois,Eastern Region,9
Edgar County,17045,Illinois,Eastern Region,9
Edwards County,17047,Illinois,Eastern Region,9
Effingham County,17049,Illinois,Eastern Region,9
Fayette County,17051,Illinois,Eastern Region,9
Ford County,17053,Illinois,Eastern Region,9
Franklin County,17055,Illinois,Eastern Region,9
Fulton County,17057,Illinois,Eastern Region,9
Gallatin County,17059,Illinois,Eastern Region,9
Greene County,17061,Illinois,Eastern Region,9
Grundy County,17063,Illinois,Eastern Region,9
Hamilton County,17065,Illinois,Eastern Region,9
Hancock County,17067,Illinois,Eastern Region,9
Hardin County,17069,Illinois,Eastern Region,9
Henderson County,17071,Illinois,Eastern Region,9
Henry County,17073,Illinois,Eastern Region,9
Iroquois County,17075,Illinois,Eastern Region,9
Jackson County,17077,Illinois,Eastern Region,9
Jasper County,17079,Illinois,Eastern Region,9
Jefferson County,17081,Illinois,Eastern Region,9
Jersey County,17083,Illinois,Eastern Region,9
Jo Daviess County,17085,Illinois,Eastern Region,9
Johnson County,17087,Illinois,Eastern Region,9
Kane County,17089,Illinois,Eastern Region,9
Kankakee County,17091,Illinois,Eastern Region,9
Kendall County,17093,Illinois,Eastern Region,9
Knox County,17095,Illinois,Eastern Region,9
Lake County,17097,Illinois,Eastern Region,9
LaSalle County,17099,Illinois,Eastern Region,9
Lawrence County,17101,Illinois,Eastern Region,9
Lee County,17103,Illinois,Eastern Region,9
Livingston County,17105,Illinois,Eastern Region,9
Logan County,17107,Illinois,Eastern Region,9
McDonough County,17109,Illinois,Eastern Region,9
McHenry County,17111,Illinois,Eastern Region,9
McLean County,17113,Illinois,Eastern Region,9
Macon County,17115,Illinois,Eastern Region,9
Macoupin County,17117,Illinois,Eastern Region,9
Madison County,17119,Illinois,Eastern Region,9
Marion County,17121,Illinois,Eastern Region,9
Marshall County,17123,Illinois,Eastern Region,9
Mason County,17125,Illinois,Eastern Region,9
Massac County,17127,Illinois,Eastern Region,9
Menard County,17129,Illinois,Eastern Region,9
Mercer County,17131,Illinois,Eastern Region,9
Monroe County,17133,Illinois,Eastern Region,9
Montgomery County,17135,Illinois,Eastern Region,9
Morgan County,17137,Illinois,Eastern Region,9
Moultrie County,17139,Illinois,Eastern Region,9
Ogle County,17141,Illinois,Eastern Region,9
Peoria County,17143,Illinois,Eastern Region,9
Perry County,17145,Illinois,Eastern Region,9
Piatt County,17147,Illinois,Eastern Region,9
Pike County,17149,Illinois,Eastern Region,9
Pope County,17151,Illinois,Eastern Region,9
Pulaski County,17153,Illinois,Eastern Region,9
Putnam County,17155,Illinois,Eastern Region,9
Randolph County,17157,Illinois,Eastern Region,9
Richland County,17159,Illinois,Eastern Region,9
Rock Island County,17161,Illinois,Eastern Region,9
St. Clair County,17163,Illinois,Eastern Region,9
Saline County,17165,Illinois,Eastern Region,9
Sangamon County,17167,Illinois,Eastern Region,9
Schuyler County,17169,Illinois,Eastern Region,9
Scott County,17171,Illinois,Eastern Region,9
Shelby County,17173,Illinois,Eastern Region,9
Stark County,17175,Illinois,Eastern Region,9
Stephenson County,17177,Illinois,Eastern Region,9
Tazewell County,17179,Illinois,Eastern Region,9
Union County,17181,Illinois,Eastern Region,9
Vermilion County,17183,Illinois,Eastern Region,9
Wabash County,17185,Illinois,Eastern Region,9
Warren County,17187,Illinois,Eastern Region,9
Washington County,17189,Illinois,Eastern Region,9
Wayne County,17191,Illinois,Eastern Region,9
White County,17193,Illinois,Eastern Region,9
Whiteside County,17195,Illinois,Eastern Region,9
Will County,17197,Illinois,Eastern Region,9
Williamson County,17199,Illinois,Eastern Region,9
Winnebago County,17201,Illinois,Eastern Region,9
Woodford County,17203,Illinois,Eastern Region,9
Adams County,18001,Indiana,Eastern Region,9
Allen County,18003,Indiana,Eastern Region,9
Bartholomew County,18005,Indiana,Eastern Region,9
Benton County,18007,Indiana,Eastern Region,9
Blackford County,18009,Indiana,Eastern Region,9
Boone County,18011,Indiana,Eastern Region,9
Brown County,18013,Indiana,Eastern Region,9
Carroll County,18015,Indiana,Eastern Region,9
Cass County,18017,Indiana,Eastern Region,9
Clark County,18019,Indiana,Eastern Region,9
Clay County,18021,Indiana,Eastern Region,9
Clinton County,18023,Indiana,Eastern Region,9
Crawford County,18025,Indiana,Eastern Region,9
Daviess County,18027,Indiana,Eastern Region,9
Dearborn County,18029,Indiana,Eastern Region,9
Decatur County,18031,Indiana,Eastern Region,9
DeKalb County,18033,Indiana,Eastern Region,9
Delaware County,18035,Indiana,Eastern Region,9
Dubois County,18037,Indiana,Eastern Region,9
Elkhart County,18039,Indiana,Eastern Region,9
Fayette County,18041,Indiana,Eastern Region,9
Floyd County,18043,Indiana,Eastern Region,9
Fountain County,18045,Indiana,Eastern Region,9
Franklin County,18047,Indiana,Eastern Region,9
Fulton County,18049,Indiana,Eastern Region,9
Gibson County,18051,Indiana,Eastern Region,9
Grant County,18053,Indiana,Eastern Region,9
Greene County,18055,Indiana,Eastern Region,9
Hamilton County,18057,Indiana,Eastern Region,9
Hancock County,18059,Indiana,Eastern Region,9
Harrison County,18061,Indiana,Eastern Region,9
Hendricks County,18063,Indiana,Eastern Region,9
Henry County,18065,Indiana,Eastern Region,9
Howard County,18067,Indiana,Eastern Region,9
Huntington County,18069,Indiana,Eastern Region,9
Jackson County,18071,Indiana,Eastern Region,9
Jasper County,18073,Indiana,Eastern Region,9
Jay County,18075,Indiana,Eastern Region,9
Jefferson County,18077,Indiana,Eastern Region,9
Jennings County,18079,Indiana,Eastern Region,9
Johnson County,18081,Indiana,Eastern Region,9
Knox County,18083,Indiana,Eastern Region,9
Kosciusko County,18085,Indiana,Eastern Region,9
LaGrange County,18087,Indiana,Eastern Region,9
Lake County,18089,Indiana,Eastern Region,9
LaPorte County,18091,Indiana,Eastern Region,9
Lawrence County,18093,Indiana,Eastern Region,9
Madison County,18095,Indiana,Eastern Region,9
Marion County,18097,Indiana,Eastern Region,9
Marshall County,18099,Indiana,Eastern Region,9
Martin County,18101,Indiana,Eastern Region,9
Miami County,18103,Indiana,Eastern Region,9
Monroe County,18105,Indiana,Eastern Region,9
Montgomery County,18107,Indiana,Eastern Region,9
Morgan County,18109,Indiana,Eastern Region,9
Newton County,18111,Indiana,Eastern Region,9
Noble County,18113,Indiana,Eastern Region,9
Ohio County,18115,Indiana,Eastern Region,9
Orange County,18117,Indiana,Eastern Region,9
Owen County,18119,Indiana,Eastern Region,9
Parke County,18121,Indiana,Eastern Region,9
Perry County,18123,Indiana,Eastern Region,9
Pike County,18125,Indiana,Eastern Region,9
Porter County,18127,Indiana,Eastern Region,9
Posey County,18129,Indiana,Eastern Region,9
Pulaski County,18131,Indiana,Eastern Region,9
Putnam County,18133,Indiana,Eastern Region,9
Randolph County,18135,Indiana,Eastern Region,9
Ripley County,18137,Indiana,Eastern Region,9
Rush County,18139,Indiana,Eastern Region,9
St. Joseph County,18141,Indiana,Eastern Region,9
Scott County,18143,Indiana,Eastern Region,9
Shelby County,18145,Indiana,Eastern Region,9
Spencer County,18147,Indiana,Eastern Region,9
Starke County,18149,Indiana,Eastern Region,9
Steuben County,18151,Indiana,Eastern Region,9
Sullivan County,18153,Indiana,Eastern Region,9
Switzerland County,18155,Indiana,Eastern Region,9
Tippecanoe County,18157,Indiana,Eastern Region,9
Tipton County,18159,Indiana,Eastern Region,9
Union County,18161,Indiana,Eastern Region,9
Vanderburgh County,18163,Indiana,Eastern Region,9
Vermillion County,18165,Indiana,Eastern Region,9
Vigo County,18167,Indiana,Eastern Region,9
Wabash County,18169,Indiana,Eastern Region,9
Warren County,18171,Indiana,Eastern Region,9
Warrick County,18173,Indiana,Eastern Region,9
Washington County,18175,Indiana,Eastern Region,9
Wayne County,18177,Indiana,Eastern Region,9
Wells County,18179,Indiana,Eastern Region,9
White County,18181,Indiana,Eastern Region,9
Whitley County,18183,Indiana,Eastern Region,9
Adair County,19001,Iowa,Eastern Region,9
Adams County,19003,Iowa,Eastern Region,9
Allamakee County,19005,Iowa,Eastern Region,9
Appanoose County,19007,Iowa,Eastern Region,9
Audubon County,19009,Iowa,Eastern Region,9
Benton County,19011,Iowa,Eastern Region,9
Black Hawk County,19013,Iowa,Eastern Region,9
Boone County,19015,Iowa,Eastern Region,9
Bremer County,19017,Iowa,Eastern Region,9
Buchanan County,19019,Iowa,Eastern Region,9
Buena Vista County,19021,Iowa,Eastern Region,9
Butler County,19023,Iowa,Eastern Region,9
Calhoun County,19025,Iowa,Eastern Region,9
Carroll County,19027,Iowa,Eastern Region,9
Cass County,19029,Iowa,Eastern Region,9
Cedar County,19031,Iowa,Eastern Region,9
Cerro Gordo County,19033,Iowa,Eastern Region,9
Cherokee County,19035,Iowa,Eastern Region,9
Chickasaw County,19037,Iowa,Eastern Region,9
Clarke County,19039,Iowa,Eastern Region,9
Clay County,19041,Iowa,Eastern Region,9
Clayton County,19043,Iowa,Eastern Region,9
Clinton County,19045,Iowa,Eastern Region,9
Crawford County,19047,Iowa,Eastern Region,9
Dallas County,19049,Iowa,Eastern Region,9
Davis County,19051,Iowa,Eastern Region,9
Decatur County,19053,Iowa,Eastern Region,9
Delaware County,19055,Iowa,Eastern Region,9
Des Moines County,19057,Iowa,Eastern Region,9
Dickinson County,19059,Iowa,Eastern Region,9
Dubuque County,19061,Iowa,Eastern Region,9
Emmet County,19063,Iowa,Eastern Region,9
Fayette County,19065,Iowa,Eastern Region,9
Floyd County,19067,Iowa,Eastern Region,9
Franklin County,19069,Iowa,Eastern Region,9
Fremont County,19071,Iowa,Eastern Region,9
Greene County,19073,Iowa,Eastern Region,9
Grundy County,19075,Iowa,Eastern Region,9
Guthrie County,19077,Iowa,Eastern Region,9
Hamilton County,19079,Iowa,Eastern Region,9
Hancock County,19081,Iowa,Eastern Region,9
Hardin County,19083,Iowa,Eastern Region,9
Harrison County,19085,Iowa,Eastern Region,9
Henry County,19087,Iowa,Eastern Region,9
Howard County,19089,Iowa,Eastern Region,9
Humboldt County,19091,Iowa,Eastern Region,9
Ida County,19093,Iowa,Eastern Region,9
Iowa County,19095,Iowa,Eastern Region,9
Jackson County,19097,Iowa,Eastern Region,9
Jasper County,19099,Iowa,Eastern Region,9
Jefferson County,19101,Iowa,Eastern Region,9
Johnson County,19103,Iowa,Eastern Region,9
Jones County,19105,Iowa,Eastern Region,9
Keokuk County,19107,Iowa,Eastern Region,9
Kossuth County,19109,Iowa,Eastern Region,9
Lee County,19111,Iowa,Eastern Region,9
Linn County,19113,Iowa,Eastern Region,9
Louisa County,19115,Iowa,Eastern Region,9
Lucas County,19117,Iowa,Eastern Region,9
Lyon County,19119,Iowa,Eastern Region,9
Madison County,19121,Iowa,Eastern Region,9
Mahaska County,19123,Iowa,Eastern Region,9
Marion County,19125,Iowa,Eastern Region,9
